"workerID","trial","time","list","condition","item","slider1","slider2","slider3","slider4","slider5","slider6","slider7","slider8","slider9","slider10","slider11","slider12","slider13","slider14","slider15"
3,NA,1417000878758,2,"few","hair",0.99,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0
3,NA,1417000938334,2,"none","trav",0.25,0.26,0.75,0.75,0.75,0.77,0.76,0.76,0.77,0.25,0.26,0.25,0.25,0.24,0.25
3,NA,1417000976579,2,"many","bas",0.22,0.71,0.99,0.99,0.75,0.73,0.24,0.25,0.23,0.21,0.23,0,0,0,0
3,NA,1417001005477,2,"few","bur",0.72,0.71,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0
3,NA,1417001035904,2,"few","shoe",0.72,0.99,0.24,0.23,0.24,0,0,0,0,0,0,0,0,0,0
3,NA,1417001073067,2,"none","eat",0.24,0.75,0.99,0.99,0.75,0.72,0,0,0,0,0,0,0,0,0
3,NA,1417001109684,2,"many","cig",0.22,0.22,0.21,0.2,0.23,0.19,0.99,0.97,0.99,0.99,0.99,0.99,0.73,0.24,0.25
3,NA,1417001155214,2,"none","tv",0.71,0.71,0.99,0.99,0.74,0.26,0.25,0.25,0.24,0,0,0,0,0,0.02
3,NA,1417001188180,2,"many","mov",0,0.74,0.74,0.97,0.99,0.96,0.78,0.77,0.25,0.25,0,0,0,0,0
3,NA,1417001219429,2,"none","move",0,0,0,0,0,0.74,0.99,0.77,0.22,0,0,0,0,0,0
3,NA,1417001270589,2,"none","edu",0,0,0,0,0,0.99,0.99,0.99,0.77,0,0,0,0,0,0
3,NA,1417001303745,2,"many","book",0,0,0,0,0.99,0.99,0.97,0.99,0.99,0.99,0.77,0.76,0.76,0.17,0.18
3,NA,1417001333573,2,"many","kid",0,0,0,0,0,0,0.76,0.99,0.99,0.99,0.99,0.99,0.99,0.78,0.77
3,NA,1417001357389,2,"few","poem",0.98,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0
4,NA,1417016198491,0,"few","trav",0.23,0.48,0.57,0.58,0.81,0.09,0.1,0.09,0.12,0.09,0.07,0.05,0.06,0.07,0.07
4,NA,1417016230474,0,"few","eat",0.02,0.06,0.01,0.75,0.02,0.03,0.02,0.02,0.02,0.04,0.02,0.05,0.01,0,0.01
4,NA,1417016261802,0,"few","edu",0.03,0.03,0.62,0.01,0.02,0.03,0.04,0,0.02,0.03,0.06,0.04,0.04,0.02,0.01
4,NA,1417016307167,0,"many","girl",0.02,0.01,0.03,0.01,0.77,0.34,0.25,0.15,0.08,0.05,0.02,0,0.01,0.01,0.01
4,NA,1417016359060,0,"many","poem",0.66,0.33,0.28,0.22,0.17,0.12,0.09,0.07,0.05,0.05,0.02,0.01,0.01,0.01,0
4,NA,1417016391114,0,"none","cig",0.71,0.6,0.36,0.28,0.23,0.17,0.14,0.11,0.08,0.06,0.05,0.02,0,0,0
4,NA,1417016458974,0,"few","move",0,0,0,0,0,0.06,0.32,0.49,0.66,0.35,0.19,0.13,0.08,0.06,0
4,NA,1417016522722,0,"none","book",0,0.01,0.19,0.29,0.38,0.44,0.47,0.57,0.12,0.11,0.08,0.06,0.08,0.03,0
4,NA,1417016555938,0,"many","hair",0.01,0.02,0.85,0.48,0.39,0.29,0.21,0.15,0.1,0,0,0,0,0,0
4,NA,1417016580538,0,"none","bas",0,0,0,0,0,0,0.21,0.39,0.57,0.83,0.33,0.23,0,0,0
4,NA,1417016606004,0,"few","tv",0.23,0.36,0.51,0.62,0.5,0.37,0.23,0.12,0.02,0,0,0,0,0,0
4,NA,1417016631463,0,"none","kid",0.71,0.77,0.87,0.69,0.47,0.18,0.08,0.03,0,0,0,0,0,0,0
4,NA,1417016654965,0,"none","mov",0.5,0.56,0.64,0.47,0.26,0.07,0,0,0,0,0,0,0,0,0
4,NA,1417016686477,0,"many","shoe",0.5,0.57,0.62,0.66,0.73,0.79,0.69,0.59,0.44,0.18,0.04,0,0,0,0
4,NA,1417016711696,0,"many","bur",0.99,0.85,0.51,0.33,0.11,0,0,0,0,0,0,0,0,0,0
5,NA,1417000999551,0,"none","book",0,0,0,0.28,0.63,0.65,0.64,0.59,0.34,0.28,0,0,0,0,0
5,NA,1417001036942,0,"none","kid",0.64,0.76,0.88,0.67,0.65,0.46,0.29,0.12,0.08,0,0,0,0,0.04,0
5,NA,1417001073940,0,"few","move",0,0,0,0,0,0,0.67,0.77,0.62,0.34,0,0,0,0,0
5,NA,1417001103617,0,"none","cig",0.03,0.34,0.62,0.68,0.69,0.74,0.7,0.72,0.44,0.38,0.09,0,0.01,0,0.01
5,NA,1417001136219,0,"none","bas",0.03,0.35,0.57,0.61,0.83,0.66,0.38,0.31,0.25,0.02,0.01,0.01,0.02,0.01,0.01
5,NA,1417001165913,0,"many","girl",0.02,0.01,0.38,0.61,0.77,0.88,0.8,0.62,0.3,0,0,0.01,0.01,0.01,0.02
5,NA,1417001191963,0,"many","bur",0.28,0.6,0.64,0.4,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0,0.01
5,NA,1417001222910,0,"few","eat",0.02,0.15,0.34,0.61,0.37,0.01,0,0.01,0,0,0.01,0.01,0.02,0.02,0
5,NA,1417001244514,0,"few","tv",0.75,0.82,0.63,0.31,0.12,0.01,0,0.01,0.01,0,0.03,0.01,0.02,0.01,0.02
5,NA,1417001274183,0,"none","mov",0.33,0.58,0.69,0.85,0.39,0.33,0.09,0.01,0.01,0.03,0,0.01,0.02,0.01,0.01
5,NA,1417001307458,0,"many","hair",0.02,0,0.01,0.56,0.62,0.68,0.87,0.86,0.67,0.33,0,0,0.02,0.01,0.01
5,NA,1417001334878,0,"many","shoe",0,0.01,0.22,0.59,0.64,0.69,0.73,0.79,0.87,0.34,0.01,0.01,0.02,0.03,0.02
5,NA,1417001358867,0,"few","trav",0.55,0.63,0.72,0.33,0.22,0.1,0.01,0.01,0,0.02,0.01,0.03,0,0,0.01
5,NA,1417001391097,0,"few","edu",0.57,0.93,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0,0,0.01
5,NA,1417001421098,0,"many","poem",0.01,0.02,0.12,0.59,0.67,0.72,0.78,0.86,0.91,0.98,0.74,0.43,0.28,0.16,0.01
6,NA,1417016133798,1,"none","girl",0.49,0.71,0.96,0.48,0.29,0.22,0.24,0.25,0,0,0,0,0,0,0
6,NA,1417016155454,1,"few","kid",0,0.73,0.99,0,0,0,0,0,0,0.02,0.03,0.01,0.03,0.02,0.02
6,NA,1417016179830,1,"many","tv",0.02,0.22,0.24,0.5,0.67,0.74,0.72,0.96,0.36,0.37,0.35,0.35,0.34,0.36,0.35
6,NA,1417016204629,1,"few","book",0.03,0.02,0.02,0.21,0.25,0.5,0.66,0.65,0.65,0.03,0.04,0.03,0.02,0.02,0.03
6,NA,1417016231525,1,"many","edu",0.04,0.02,0.02,0.04,0.03,0.28,0.68,0.7,0.7,0.95,0.02,0,0.02,0.03,0.02
6,NA,1417016250021,1,"none","shoe",0.25,0.74,0.97,0.22,0.24,0.04,0.02,0.02,0.03,0.03,0.02,0.05,0.02,0.03,0.04
6,NA,1417016278053,1,"many","trav",0.04,0.26,0.64,0.67,0.96,0.69,0.67,0.34,0.32,0.3,0.29,0.3,0.03,0.01,0.04
6,NA,1417016298038,1,"few","cig",0.98,0.73,0.32,0.3,0.25,0.02,0.02,0.02,0.01,0.01,0,0.02,0.01,0.01,0.01
6,NA,1417016317821,1,"none","poem",0.78,0.97,0.66,0.32,0.29,0.02,0.03,0.04,0.02,0.02,0.04,0.04,0.04,0.04,0.05
6,NA,1417016336429,1,"few","mov",0.74,0.98,0.26,0.29,0.24,0.04,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.06,0.04
6,NA,1417016367749,1,"none","hair",0.73,0.73,0.72,0.97,0.69,0.67,0.69,0.32,0.32,0.29,0.29,0.02,0.01,0.03,0.02
6,NA,1417016392220,1,"none","bur",0.73,0.74,0.74,0.73,0.37,0.38,0.34,0.32,0.02,0.02,0.02,0.03,0.04,0.04,0.02
6,NA,1417016416407,1,"many","move",0.75,0.76,0.75,0.68,0.67,0.32,0.33,0.33,0.35,0.01,0.03,0.02,0.02,0.01,0.01
6,NA,1417016436341,1,"few","bas",0.8,0.26,0.29,0.31,0.3,0.27,0.27,0.26,0.26,0.22,0.23,0.29,0.03,0.02,0.01
6,NA,1417016458156,1,"many","eat",0.29,0.21,0.23,0.2,0.81,0.78,0.76,0.79,0.74,0.7,0.69,0.34,0.29,0.34,0.34
7,NA,1417018796936,1,"many","tv",0.04,0.01,0.02,0.01,0.5,0.5,0.94,0.95,0.98,0.98,0.98,0.94,0.97,0.23,0.14
7,NA,1417018828249,1,"many","trav",0.01,0.01,0.01,0.03,0.01,0,0.49,0.5,0.5,0.78,0.8,0.95,0.97,0.5,0.5
7,NA,1417018861960,1,"none","bur",0.84,0.5,0.5,0.35,0.19,0.14,0,0.03,0.01,0.01,0.04,0.03,0.03,0.03,0.01
7,NA,1417018895096,1,"few","kid",0.02,0.81,0.96,0.21,0.03,0.02,0.01,0.01,0.01,0.03,0.01,0.03,0.02,0.04,0.03
7,NA,1417018933383,1,"many","eat",0.02,0.02,0.01,0.01,0.25,0.28,0.5,0.46,0.5,0.88,0.97,0.97,0.97,0.98,0.98
7,NA,1417018972495,1,"none","poem",0.23,0.28,0.5,0.5,0.64,0.74,0.04,0.02,0.02,0.01,0.03,0.04,0.03,0.02,0.02
7,NA,1417019061875,1,"none","hair",0.97,0.97,0.77,0.66,0.39,0.34,0.33,0.29,0.26,0.19,0.39,0.5,0.5,0.02,0.02
7,NA,1417019096359,1,"none","shoe",0.5,0.7,0.68,0.5,0.23,0.01,0.02,0.01,0.01,0.02,0.01,0.03,0.01,0.03,0.02
7,NA,1417019129273,1,"few","bas",0.98,0.72,0.67,0.5,0.38,0.01,0.03,0.03,0.01,0.03,0.01,0.03,0.04,0.03,0.03
7,NA,1417019174438,1,"few","book",0.36,0.4,0.59,0.61,0.5,0.44,0.29,0.02,0.04,0.03,0.02,0.03,0.02,0.03,0.02
7,NA,1417019206508,1,"few","cig",0.99,0.98,0.67,0.3,0.19,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.01,0.02
7,NA,1417019237335,1,"none","girl",0.21,0.66,0.69,0.65,0.32,0.21,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.03
7,NA,1417019290718,1,"many","move",0.01,0.03,0.01,0.01,0.01,0,0.02,0.21,0.62,0.83,0.88,0.91,0.92,0.55,0.5
7,NA,1417019334748,1,"many","edu",0.02,0.03,0.01,0.03,0.02,0.02,0.16,0.15,0.23,0.96,0.96,0.17,0.16,0.04,0.03
7,NA,1417019363129,1,"few","mov",0.98,0.5,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.01,0.02
8,NA,1417000994021,1,"none","shoe",0.99,0.99,0.82,0.61,0.53,0.29,0.19,0,0,0,0,0,0,0,0
8,NA,1417001045261,1,"many","edu",0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.97,0.88,0.84,0.52,0.49,0,0
8,NA,1417001067098,1,"few","cig",0.99,0.84,0.49,0,0,0,0,0,0,0,0,0,0,0,0
8,NA,1417001092971,1,"few","kid",0,0,0,0.99,0.99,0.81,0.17,0,0,0,0,0,0,0,0
8,NA,1417001123730,1,"few","bas",0.12,0.09,0.59,0.71,0.37,0.17,0.18,0.13,0.12,0,0,0,0,0.01,0
8,NA,1417001151331,1,"many","tv",0.55,0.69,0.96,0.99,0.99,0.47,0.46,0.21,0.21,0.18,0.13,0,0,0,0
8,NA,1417001175951,1,"none","hair",0.99,0.99,0.99,0.73,0.74,0.5,0.14,0,0,0,0,0,0,0,0.03
8,NA,1417001204638,1,"few","book",0.72,0.72,0.98,0.22,0.22,0,0,0,0,0,0,0,0,0,0
8,NA,1417001225483,1,"few","mov",0.99,0.72,0.5,0.5,0.27,0.27,0,0,0,0,0,0,0.02,0,0
8,NA,1417001248188,1,"none","poem",0.77,0.99,0.99,0.67,0.5,0.5,0.32,0,0,0,0,0,0,0,0
8,NA,1417001278307,1,"many","trav",0.26,0.25,0.23,0.26,0.49,0.65,0.77,0.99,0.99,0.79,0.47,0.31,0.29,0.28,0.1
8,NA,1417001302348,1,"many","eat",0.48,0.61,0.69,0.99,0.99,0.86,0.76,0.5,0.49,0.44,0.28,0.24,0.21,0,0
8,NA,1417001327519,1,"many","move",0,0,0,0,0,0,0,0.13,0.5,0.77,0.82,0.89,0.31,0.1,0
8,NA,1417001352408,1,"none","girl",0.71,0.83,0.84,0.73,0.71,0.25,0.13,0.12,0,0,0,0,0,0,0
8,NA,1417001373551,1,"none","bur",0.99,0.69,0.5,0.22,0.14,0,0,0,0,0,0,0,0,0,0
9,NA,1417000739567,1,"none","hair",0.5,0.5,0.73,0.5,0,0,0,0,0,0,0,0,0,0.01,0.01
9,NA,1417000778636,1,"few","bas",0.24,0.23,0.23,0.2,0.5,0.65,0.6,0.61,0.5,0.5,0.5,0.06,0.04,0.05,0.05
9,NA,1417000979619,1,"many","move",0.08,0.1,0.1,0.07,0.05,0.08,0.5,0.59,0.62,0.64,0.33,0.29,0.29,0.3,0.19
9,NA,1417001006922,1,"none","shoe",0.56,0.58,0.62,0.56,0.35,0.34,0.21,0.08,0.05,0.02,0.04,0.01,0.03,0.02,0.02
9,NA,1417001035929,1,"none","bur",0.57,0.58,0.61,0.34,0.3,0.25,0.2,0.18,0.16,0.12,0.15,0.07,0.09,0.09,0.04
9,NA,1417001102570,1,"many","trav",0.5,0.55,0.63,0.67,0.69,0.74,0.41,0.41,0.31,0.26,0.19,0.16,0.14,0.11,0.05
9,NA,1417001216355,1,"few","cig",0.5,0.55,0.56,0.42,0.37,0.29,0.26,0.13,0.04,0.02,0.02,0.03,0.02,0.03,0.02
9,NA,1417001240755,1,"none","poem",0.5,0.58,0.68,0.35,0.31,0.16,0.19,0.07,0.03,0.01,0.01,0.01,0.02,0.03,0.02
9,NA,1417001344750,1,"few","book",0.56,0.66,0.73,0.4,0.27,0.19,0.1,0.13,0.02,0.02,0.02,0.03,0.02,0.02,0.02
9,NA,1417001372637,1,"many","edu",0.54,0.5,0.5,0.5,0.5,0.57,0.61,0.66,0.75,0.26,0.16,0.05,0.01,0.01,0.02
9,NA,1417001397565,1,"many","tv",0.5,0.56,0.62,0.71,0.8,0.3,0.19,0.15,0.11,0.02,0.03,0.02,0.03,0.03,0.03
9,NA,1417001438742,1,"few","mov",0.67,0.56,0.42,0.32,0.24,0.14,0.03,0.02,0.01,0.02,0.03,0.02,0.02,0.01,0.01
9,NA,1417001464634,1,"none","girl",0.58,0.62,0.65,0.75,0.35,0.22,0.06,0.05,0.01,0.04,0.03,0.05,0.03,0.03,0.02
9,NA,1417001489042,1,"many","eat",0.44,0.4,0.64,0.64,0.3,0.15,0.16,0.16,0.09,0.07,0.07,0.01,0.01,0.02,0.02
9,NA,1417001519748,1,"few","kid",0.5,0.44,0.53,0.58,0.36,0.25,0.03,0.03,0.01,0.02,0.01,0.01,0.01,0.02,0.01
10,NA,1417017693512,0,"many","hair",0,0.14,0.36,0.55,0.74,0.64,0.6,0.56,0.5,0.44,0.27,0.13,0.06,0,0
10,NA,1417017727414,0,"none","bas",0,0,0,0.09,0.14,0.27,0.31,0.37,0.53,0.78,0.61,0.42,0.11,0.07,0
10,NA,1417017752329,0,"none","kid",0.66,0.72,0.62,0.45,0.35,0.27,0.16,0.13,0.12,0.09,0.06,0,0,0,0
10,NA,1417017803951,0,"many","shoe",0.7,0.78,0.85,0.63,0.51,0.43,0.35,0.29,0.24,0.14,0.08,0.03,0,0,0
10,NA,1417017843528,0,"many","girl",0.63,0.73,0.81,0.82,0.87,0.9,0.94,0.99,0.86,0.81,0.71,0.58,0.5,0.46,0.36
10,NA,1417017868053,0,"none","mov",0.64,0.68,0.59,0.51,0.43,0.35,0.31,0.19,0.12,0,0,0,0,0,0
10,NA,1417017900338,0,"none","book",0.6,0.72,0.78,0.79,0.82,0.82,0.75,0.67,0.59,0.54,0.42,0.23,0.12,0,0
10,NA,1417017943158,0,"none","cig",0.29,0.43,0.62,0.77,0.86,0.7,0.64,0.58,0.5,0.37,0.29,0.22,0.19,0.16,0.09
10,NA,1417017992084,0,"few","trav",0.99,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
10,NA,1417018028976,0,"many","poem",0.17,0.27,0.35,0.46,0.6,0.72,0.75,0.84,0.88,0.83,0.79,0.66,0.63,0.59,0.54
10,NA,1417018057163,0,"few","edu",0.86,0.73,0.44,0.07,0,0,0,0,0,0,0,0,0,0,0
10,NA,1417018085808,0,"few","eat",0.94,0.79,0.64,0.41,0.18,0,0,0,0,0,0,0,0,0,0
10,NA,1417018133550,0,"few","tv",0.92,0.85,0.47,0.15,0,0,0,0,0,0,0,0,0,0,0
10,NA,1417018156116,0,"few","move",0.96,0.72,0.32,0,0,0,0,0,0,0,0,0,0,0,0
10,NA,1417018181838,0,"many","bur",0.66,0.68,0.77,0.83,0.89,0.99,0.87,0.75,0.65,0.58,0.49,0.42,0.36,0.23,0.15
11,NA,1417001535420,0,"few","eat",0,0.21,0.68,0.54,0.38,0.23,0.09,0.01,0,0,0,0,0,0,0
11,NA,1417001581437,0,"none","mov",0.98,0.62,0.45,0,0,0,0,0,0,0,0,0,0,0,0
11,NA,1417001636030,0,"few","move",0,0,0,0,0,0,0.83,0.99,0.66,0.38,0,0,0,0,0
11,NA,1417001676650,0,"none","book",0.23,0.49,0.63,0.78,0.84,0.62,0.49,0.26,0,0,0,0,0,0,0
11,NA,1417001723882,0,"none","bas",0,0,0,0,0,0,0.41,0.78,0.89,0.99,0.61,0.22,0,0,0
11,NA,1417001754901,0,"none","cig",0,0,0.15,0.3,0.5,0.67,0.85,0.75,0.62,0.3,0.16,0,0,0,0
11,NA,1417001794414,0,"none","kid",0.58,0.92,0.88,0.76,0.12,0,0,0,0,0,0,0,0,0,0
11,NA,1417001844096,0,"few","edu",0,0,0,0,0.15,0.89,0.9,0.81,0,0,0,0,0,0,0
11,NA,1417001888316,0,"many","bur",0.25,0.36,0.83,0.8,0.57,0.31,0,0,0,0,0,0,0,0,0
11,NA,1417001917866,0,"few","trav",0.66,0.8,0.86,0.72,0.52,0.23,0,0,0,0,0,0,0,0,0
11,NA,1417001949497,0,"many","girl",0,0,0,0.15,0.33,0.65,0.72,0.53,0.39,0.28,0.17,0.09,0,0,0
11,NA,1417002015975,0,"few","tv",0.12,0.2,0.2,0.42,0.71,0.83,0.57,0.32,0.18,0.11,0,0,0,0,0
11,NA,1417002044126,0,"many","shoe",0,0.18,0.36,0.62,0.73,0.86,0.75,0.61,0,0,0,0,0,0,0
11,NA,1417002075152,0,"many","poem",0,0,0.34,0.62,0.67,0.77,0.85,0.75,0.55,0.35,0.19,0,0,0,0
11,NA,1417002114792,0,"many","hair",0,0,0.2,0.49,0.68,0.88,0.77,0.56,0.39,0.21,0,0,0,0,0
12,NA,1417017026052,1,"many","tv",0,0.13,0.34,0.46,0.55,0.57,0.58,0.52,0.42,0.3,0.22,0.13,0.02,0,0
12,NA,1417017056486,1,"none","shoe",0.58,0.68,0.7,0.58,0.42,0.26,0.03,0,0,0,0,0,0,0,0
12,NA,1417017092186,1,"few","bas",0,0,0,0.09,0.15,0.23,0.53,0.58,0.52,0.41,0.26,0,0,0,0
12,NA,1417017117156,1,"few","cig",0.69,0.74,0.59,0.28,0.14,0,0,0,0,0,0,0,0,0,0
12,NA,1417017146860,1,"few","kid",0,0,0.4,0.76,0.61,0.21,0,0,0,0,0,0,0,0,0
12,NA,1417017174838,1,"many","trav",0.14,0.21,0.33,0.41,0.57,0.66,0.58,0.52,0.46,0.25,0.14,0,0,0,0.01
12,NA,1417017198568,1,"none","poem",0.18,0.35,0.52,0.68,0.62,0.52,0.39,0.32,0.23,0.19,0.19,0.05,0,0,0
12,NA,1417017283443,1,"few","book",0.16,0.26,0.42,0.57,0.61,0.5,0.38,0.21,0.17,0,0,0,0,0,0
12,NA,1417017314167,1,"many","edu",0,0.04,0.15,0.19,0.28,0.32,0.46,0.5,0.6,0.67,0.39,0.11,0.04,0,0
12,NA,1417017337402,1,"none","hair",0.56,0.45,0.23,0.14,0.12,0.03,0,0,0.02,0,0,0,0,0,0
12,NA,1417017359967,1,"few","mov",0.51,0.69,0.63,0.5,0.14,0,0.01,0,0,0,0,0,0,0,0
12,NA,1417017377849,1,"many","move",0.08,0.19,0.27,0.31,0.37,0.5,0.55,0.61,0.44,0.24,0.13,0.07,0,0,0
12,NA,1417017393748,1,"none","girl",0.62,0.76,0.81,0.63,0.49,0.3,0.14,0.04,0,0,0,0,0.01,0,0
12,NA,1417017410537,1,"many","eat",0.14,0.27,0.4,0.63,0.71,0.5,0.35,0.14,0.02,0,0.02,0.01,0,0.01,0
12,NA,1417017427227,1,"none","bur",0.5,0.58,0.69,0.5,0.29,0.22,0.06,0.02,0.02,0.02,0.01,0.01,0.02,0.03,0.01
13,NA,1417016049785,0,"few","tv",0.84,0.82,0.69,0.39,0.24,0.16,0.15,0.12,0.08,0.05,0.02,0,0,0,0
13,NA,1417016076145,0,"many","girl",0.42,0.63,0.76,0.84,0.81,0.76,0.68,0.69,0.59,0.61,0.62,0.46,0.31,0.33,0.24
13,NA,1417016095896,0,"none","book",0.65,0.6,0.78,0.67,0.81,0.63,0.59,0.64,0.65,0.27,0.34,0.27,0.22,0.21,0.16
13,NA,1417016116961,0,"few","trav",0.65,0.84,0.62,0.39,0.32,0.35,0.32,0.31,0.24,0.2,0.24,0.23,0.22,0.13,0.13
13,NA,1417016138624,0,"none","mov",0.57,0.81,0.64,0.68,0.22,0.23,0.11,0.08,0.08,0.13,0.12,0.12,0.14,0.16,0.11
13,NA,1417016164392,0,"many","poem",0.16,0.19,0.12,0.15,0.21,0.32,0.39,0.43,0.57,0.56,0.62,0.64,0.73,0.71,0.83
13,NA,1417016192656,0,"few","eat",0.85,0.67,0.27,0.26,0.11,0.07,0.01,0,0.04,0.01,0.04,0.03,0.02,0.03,0.02
13,NA,1417016225337,0,"many","bur",0.34,0.35,0.37,0.28,0.31,0.36,0.36,0.95,0.67,0.78,0.72,0.5,0.65,0.84,0.67
13,NA,1417016253377,0,"many","shoe",0.61,0.75,0.91,0.8,0.8,0.75,0.73,0.82,0.88,0.91,0.75,0.84,0.81,0.81,0.81
13,NA,1417016273136,0,"none","cig",0.32,0.31,0.64,0.68,0.7,0.69,0.66,0.66,0.7,0.68,0.7,0.72,0.79,0.86,0.83
13,NA,1417016302753,0,"few","move",0.65,0.45,0.21,0.21,0.22,0.21,0.24,0.21,0.05,0.05,0.04,0.02,0.03,0.06,0.04
13,NA,1417016326393,0,"none","bas",0.56,0.29,0.2,0.22,0.17,0.13,0.21,0.71,0.74,0.75,0.69,0.26,0.16,0.11,0.12
13,NA,1417016350856,0,"few","edu",0.81,0.74,0.25,0.07,0.05,0.05,0.04,0.02,0.04,0.03,0.02,0.05,0.06,0.07,0.04
13,NA,1417016372250,0,"many","hair",0.83,0.81,0.9,0.91,0.89,0.24,0.09,0.09,0.03,0.04,0.04,0.12,0.08,0.07,0.11
13,NA,1417016397977,0,"none","kid",0.65,0.67,0.73,0.18,0.04,0.04,0.08,0.1,0.06,0.07,0.03,0.04,0.08,0.04,0.04
14,NA,1417017123548,0,"few","trav",0.99,0.34,0,0,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0,0.01,0.01
